,CustomerID,Recency,Frequency,Monetary,Cluster_KMeans,Cluster_CAH
105,12476.0,15,11,6816.42,0,2
106,12477.0,22,6,13219.74,0,2
107,12478.0,3,1,680.99,0,2
108,12479.0,10,1,527.2,0,2
109,12480.0,27,4,3281.63,0,2
110,12481.0,22,10,5596.32,0,2
111,12483.0,16,8,2484.98,0,2
112,12484.0,32,6,4541.72,0,2
113,12488.0,9,3,1298.66,0,2
114,12489.0,335,1,334.93,2,3
115,12490.0,4,10,5417.93,0,2
116,12491.0,38,1,460.4,0,2
117,12492.0,62,2,263.21000000000004,0,2
118,12493.0,165,2,433.74,0,2
119,12494.0,15,7,1246.1,0,2
120,12497.0,81,1,1043.1,0,2
121,12498.0,20,3,403.7000000000001,0,2
122,12500.0,22,11,4257.82,0,2
123,12501.0,336,1,2169.39,2,3
124,12502.0,95,5,3723.87,0,2
125,12504.0,17,2,482.05,0,2
126,12506.0,232,1,73.5,2,3
127,12507.0,133,3,1304.81,0,2
128,12508.0,25,2,398.27,0,2
129,12509.0,283,1,176.5,2,3
130,12510.0,142,2,982.57,0,2
131,12512.0,65,2,138.03,0,2
132,12513.0,112,1,612.29,0,2
133,12514.0,266,1,1017.68,2,3
134,12515.0,352,1,383.7,2,3
135,12516.0,77,2,1312.06,0,2
136,12517.0,27,5,2502.84,0,2
137,12518.0,0,5,2056.89,0,2
138,12519.0,63,1,340.84000000000003,0,2
139,12520.0,78,5,2634.26,0,2
140,12521.0,142,1,599.68,0,2
141,12522.0,38,2,192.72,0,2
142,12523.0,18,11,1789.77,0,2
143,12524.0,8,8,4485.72,0,2
144,12526.0,0,3,1316.66,0,2
145,12527.0,81,3,348.71000000000004,0,2
146,12528.0,8,6,1933.48,0,2
147,12530.0,59,4,1662.28,0,2
148,12531.0,14,1,125.22,0,2
149,12532.0,29,1,349.83000000000004,0,2
150,12534.0,130,1,1089.18,0,2
151,12535.0,91,2,716.35,0,2
152,12536.0,42,3,12601.830000000002,0,2
153,12538.0,28,1,363.95,0,2
154,12539.0,21,4,5568.35,0,2
155,12540.0,19,17,13400.24,0,0
156,12541.0,29,3,981.18,0,2
157,12544.0,35,1,372.7,0,2
158,12545.0,74,2,1000.39,0,2
159,12546.0,46,2,1161.5,0,2
160,12547.0,197,2,207.8,2,3
161,12548.0,165,1,95.2,0,2
162,12550.0,78,1,964.83,0,2
163,12551.0,357,1,168.0,2,3
164,12552.0,38,2,437.82,0,2
165,12553.0,7,10,3692.28,0,2
166,12556.0,49,2,603.71,0,2
167,12557.0,15,5,11990.96,0,2
168,12558.0,7,1,269.96,0,2
169,12559.0,310,2,561.71,2,3
170,12560.0,4,3,2134.01,0,2
171,12561.0,302,1,238.85,2,3
172,12562.0,7,7,3781.74,0,2
173,12564.0,260,1,456.9,2,3
174,12565.0,288,1,145.92000000000002,2,3
175,12566.0,85,1,351.65,0,2
176,12567.0,22,10,9401.28,0,2
177,12569.0,1,32,4124.6900000000005,0,0
178,12571.0,39,2,519.61,0,2
179,12572.0,8,2,1020.42,0,2
180,12573.0,226,1,160.54000000000002,2,3
181,12574.0,315,1,218.45,2,3
182,12576.0,35,5,1315.83,0,2
183,12577.0,34,3,657.8,0,2
184,12578.0,20,2,2794.51,0,2
185,12579.0,77,1,440.42,0,2
186,12580.0,246,1,415.7,2,3
187,12581.0,39,1,197.71,0,2
188,12582.0,238,2,511.36,2,3
189,12583.0,2,15,7281.38,0,2
190,12584.0,3,9,2338.15,0,2
191,12585.0,233,2,2040.1,2,3
192,12586.0,16,1,196.94000000000003,0,2
193,12587.0,7,1,144.0,0,2
194,12588.0,38,1,214.9,0,2
195,12589.0,28,2,646.68,0,2
196,12590.0,210,2,9864.26,2,3
197,12591.0,316,1,452.85,2,3
198,12592.0,91,2,437.6,0,2
199,12593.0,108,3,418.1,0,2
200,12594.0,37,10,3338.2200000000003,0,2
201,12596.0,50,2,618.27,0,2
202,12597.0,18,4,3811.22,0,2
203,12598.0,9,8,3023.08,0,2
204,12599.0,28,7,1032.58,0,2
205,12600.0,28,10,2599.04,0,2
206,12601.0,189,5,577.0600000000001,0,2
207,12602.0,58,1,153.12,0,2
208,12603.0,21,1,739.1999999999999,0,2
209,12604.0,78,2,254.18,0,2
210,12607.0,59,1,1579.51,0,2
211,12609.0,77,3,1126.85,0,2
212,12610.0,22,5,2099.54,0,2
213,12611.0,51,1,1193.32,0,2
214,12612.0,73,1,704.04,0,2
215,12613.0,56,5,3344.38,0,2
216,12614.0,277,1,315.6,2,3
217,12615.0,1,4,2291.19,0,2
218,12616.0,94,2,713.3,0,2
219,12617.0,28,1,355.53000000000003,0,2
220,12618.0,21,1,177.31,0,2
221,12619.0,15,9,3641.24,0,2
222,12620.0,14,3,1339.41,0,2
223,12621.0,1,20,13689.67,0,0
224,12622.0,231,1,180.1,2,3
225,12623.0,275,1,305.1,2,3
226,12624.0,105,2,641.13,0,2
227,12625.0,211,2,2683.82,2,3
228,12626.0,22,9,6620.4800000000005,0,2
229,12627.0,10,7,4478.53,0,2
230,12628.0,3,3,786.46,0,2
231,12630.0,9,2,1270.88,0,2
232,12631.0,56,1,640.5,0,2
233,12633.0,58,4,2163.98,0,2
234,12635.0,89,2,1689.18,0,2
235,12637.0,66,8,6021.9,0,2
236,12638.0,32,1,671.69,0,2
237,12639.0,238,1,486.1,2,3
238,12640.0,23,3,1174.58,0,2
239,12641.0,114,1,185.9,0,2
240,12642.0,24,3,1013.26,0,2
241,12643.0,127,6,3344.64,0,2
242,12644.0,129,1,477.91,0,2
243,12645.0,33,4,1775.18,0,2
244,12646.0,4,2,1346.97,0,2
245,12647.0,21,12,3722.82,0,2
246,12648.0,154,1,318.05,0,2
247,12649.0,106,3,623.51,0,2
248,12650.0,2,1,314.44,0,2
249,12651.0,334,1,114.0,2,3
250,12652.0,330,1,919.98,2,3
251,12653.0,148,2,2209.85,0,2
252,12654.0,10,5,601.98,0,2
253,12656.0,16,5,4051.17,0,2
254,12657.0,10,4,1643.18,0,2
255,12658.0,18,1,686.05,0,2
256,12659.0,29,1,91.68,0,2
257,12660.0,10,1,245.1,0,2
258,12662.0,0,11,3849.78,0,2
259,12664.0,7,9,4881.88,0,2
260,12665.0,324,1,63.0,2,3
261,12667.0,57,1,620.13,0,2
262,12668.0,11,4,3807.15,0,2
263,12669.0,150,3,2744.03,0,2
264,12670.0,9,5,2996.05,0,2
265,12672.0,329,1,225.9,2,3
266,12673.0,4,2,610.52,0,2
267,12674.0,38,4,1970.6,0,2
268,12676.0,24,6,1331.39,0,2
269,12678.0,41,12,17628.46,0,2
270,12679.0,58,4,1113.02,0,2
271,12680.0,0,4,862.81,0,2
272,12681.0,14,22,13787.54,0,0
273,12682.0,3,31,12288.22,0,0
274,12683.0,3,15,8476.57,0,2
275,12684.0,7,7,2283.63,0,2
276,12685.0,27,6,2863.08,0,2
277,12686.0,371,1,89.14,2,3
278,12688.0,113,1,4873.81,0,2
279,12689.0,25,2,1247.61,0,2
280,12690.0,205,1,389.01,2,3
281,12691.0,27,6,1035.8,0,2
282,12693.0,126,4,855.91,0,2
283,12694.0,69,2,869.67,0,2
284,12695.0,6,4,582.1,0,2
285,12697.0,28,3,957.59,0,2
286,12700.0,7,4,4939.99,0,2
287,12701.0,79,2,797.71,0,2
288,12702.0,19,1,219.0,0,2
289,12703.0,70,1,283.55,0,2
290,12704.0,6,8,2340.84,0,2
291,12705.0,14,9,6868.29,0,2
292,12707.0,291,1,603.42,2,3
293,12708.0,29,10,2712.91,0,2
294,12709.0,14,15,9736.52,0,2
295,12710.0,96,3,1149.02,0,2
296,12712.0,28,13,4396.13,0,2
297,12713.0,0,1,848.55,0,2
298,12714.0,8,5,4708.86,0,2
299,12715.0,105,1,353.86,0,2
300,12716.0,3,2,1053.49,0,2
301,12717.0,150,2,1030.98,0,2
302,12718.0,70,1,238.25,0,2
303,12719.0,4,2,644.95,0,2
304,12720.0,2,25,5781.7300000000005,0,0
305,12721.0,31,6,2656.13,0,2
306,12722.0,84,4,997.63,0,2
307,12723.0,3,5,725.07,0,2
308,12724.0,4,4,1031.41,0,2
309,12725.0,370,1,427.8,2,3
310,12726.0,27,7,2609.1,0,2
311,12727.0,10,7,3980.7,0,2
312,12728.0,70,4,836.33,0,2
313,12729.0,113,1,453.01,0,2
314,12731.0,23,12,18895.91,0,2
315,12732.0,179,1,236.26,0,2
316,12733.0,233,1,383.95,2,3
317,12734.0,352,1,110.4,2,3
318,12735.0,314,2,779.5699999999999,2,3
319,12736.0,332,1,234.0,2,3
320,12738.0,371,1,155.35,2,3
321,12739.0,77,2,1013.04,0,2
322,12740.0,63,1,427.6,0,2
323,12743.0,133,2,546.43,0,2
324,12744.0,51,7,21279.29,0,2
325,12747.0,1,11,4196.01,0,2
326,12748.0,0,209,33719.73,3,1
327,12749.0,3,5,4090.88,0,2
328,12750.0,128,1,275.88,0,2
329,12752.0,80,1,4366.78,0,2
330,12753.0,22,6,21429.39,0,2
331,12754.0,235,3,3010.74,2,3
332,12755.0,280,2,3811.95,2,3
333,12756.0,86,1,112.08,0,2
334,12757.0,15,13,7857.1,0,2
335,12758.0,116,2,2791.59,0,2
336,12759.0,51,3,1531.44,0,2
337,12762.0,7,2,1898.52,0,2
338,12763.0,137,2,494.08,0,2
339,12764.0,316,1,1693.88,2,3
340,12766.0,3,7,6989.63,0,2
341,12769.0,238,1,1143.6,2,3
342,12770.0,210,1,1351.45,2,3
343,12772.0,59,1,892.47,0,2
344,12775.0,16,5,1386.04,0,2
345,12778.0,19,6,822.23,0,2
346,12779.0,37,8,3981.36,0,2
347,12781.0,63,2,826.74,0,2
348,12782.0,4,5,2330.92,0,2
349,12783.0,1,6,2225.91,0,2
350,12784.0,8,2,574.42,0,2
351,12785.0,363,1,311.95,2,3
352,12787.0,9,3,463.66,0,2
353,12789.0,64,1,91.85,0,2
354,12790.0,191,1,324.92,2,3
355,12791.0,373,1,192.6,2,3
356,12792.0,256,1,400.54,2,3
357,12793.0,334,2,545.48,2,3
358,12794.0,52,2,860.41,0,2
359,12795.0,18,1,430.48,0,2
360,12797.0,365,1,254.03,2,3
361,12798.0,9,3,6977.04,0,2
362,12802.0,186,1,427.58,0,2
363,12808.0,36,3,483.65,0,2
364,12809.0,177,1,489.31,0,2
365,12811.0,260,3,514.85,2,3
366,12812.0,44,1,229.64,0,2
367,12814.0,101,1,125.92,0,2
368,12815.0,147,2,1063.46,0,2
369,12816.0,95,2,572.2,0,2
370,12817.0,280,1,166.04000000000002,2,3
371,12818.0,261,1,1542.08,2,3
372,12820.0,2,4,942.34,0,2
373,12821.0,213,1,92.72,2,3
374,12822.0,70,2,948.88,0,2
375,12823.0,74,5,1759.5,0,2
376,12824.0,59,1,397.12,0,2
377,12826.0,2,7,1474.72,0,2
378,12827.0,5,3,430.15,0,2
379,12828.0,2,6,1018.71,0,2
380,12829.0,336,2,293.0,2,3
381,12830.0,37,6,6814.64,0,2
382,12831.0,261,1,215.05,2,3
383,12832.0,31,2,383.03,0,2
384,12833.0,144,1,417.38,0,2
385,12834.0,282,1,312.38,2,3
386,12836.0,58,4,2612.86,0,2
387,12837.0,172,1,134.1,0,2
388,12838.0,33,2,683.13,0,2
389,12839.0,2,14,5591.42,0,2
390,12840.0,143,4,2726.77,0,2
391,12841.0,4,25,4022.35,0,0
392,12842.0,69,2,1118.99,0,2
393,12843.0,65,8,1702.26,0,2
394,12844.0,28,2,325.96000000000004,0,2
395,12845.0,266,4,354.09000000000003,2,3
396,12847.0,21,1,871.54,0,2
397,12849.0,30,2,1050.89,0,2
398,12851.0,96,1,135.18,0,2
399,12852.0,294,1,311.55,2,3
400,12853.0,134,6,1957.1,0,2
401,12854.0,78,3,1324.5,0,2
402,12855.0,372,1,38.1,2,3
403,12856.0,7,6,2179.93,0,2
404,12857.0,210,2,1106.4,2,3
405,12863.0,51,1,521.2,0,2
406,12864.0,137,1,147.12,0,2
407,12865.0,25,2,1568.23,0,2
408,12866.0,282,1,559.12,2,3
409,12867.0,25,7,4036.82,0,2
410,12868.0,185,6,1607.0600000000002,0,2
411,12871.0,83,2,380.64,0,2
412,12872.0,326,2,599.97,2,3
413,12873.0,281,1,374.0,2,3
414,12875.0,142,2,343.2300000000001,0,2
415,12876.0,57,2,2218.02,0,2
416,12877.0,3,12,1535.77,0,2
417,12878.0,235,2,854.99,2,3
418,12879.0,44,3,573.22,0,2
419,12881.0,275,1,298.0,2,3
420,12882.0,8,2,1463.04,0,2
421,12883.0,24,4,703.47,0,2
422,12884.0,87,1,309.05,0,2
423,12885.0,62,3,1175.22,0,2
424,12886.0,67,2,1378.4,0,2
425,12888.0,213,2,354.12,2,3
426,12890.0,23,1,380.47,0,2
427,12891.0,185,3,331.0,0,2
428,12893.0,30,1,188.14,0,2
429,12895.0,41,2,372.8,0,2
430,12897.0,204,2,216.5,2,3
431,12901.0,8,28,17654.54,0,0
432,12902.0,264,1,138.68,2,3
433,12904.0,17,2,509.58,0,2
434,12906.0,11,5,2919.81,0,2
435,12908.0,175,2,750.0,0,2
436,12909.0,39,5,2178.67,0,2
437,12910.0,22,8,3075.04,0,2
438,12912.0,2,5,1662.3,0,2
439,12913.0,4,5,2483.63,0,2
440,12915.0,148,2,363.65,0,2
441,12916.0,138,4,3006.15,0,2
442,12917.0,127,1,594.0,0,2
443,12919.0,7,6,1335.19,0,2
444,12920.0,16,1,164.23,0,2
445,12921.0,8,37,16587.09,0,0
446,12922.0,160,1,405.38,0,2
447,12923.0,63,1,176.97,0,2
448,12924.0,87,4,933.7,0,2
449,12925.0,4,2,694.05,0,2
450,12928.0,34,5,2062.7,0,2
451,12929.0,311,1,117.85,2,3
452,12930.0,77,2,415.8,0,2
453,12931.0,21,15,42055.96,0,2
454,12933.0,23,3,607.53,0,2
455,12935.0,1,7,2160.7,0,2
456,12936.0,16,4,1063.9,0,2
457,12937.0,14,4,1504.27,0,2
458,12938.0,25,1,114.14,0,2
459,12939.0,63,8,11581.8,0,2
460,12940.0,54,2,913.54,0,2
461,12942.0,130,3,683.9,0,2
462,12944.0,35,2,604.51,0,2
463,12945.0,287,1,462.95,2,3
464,12947.0,143,6,1603.99,0,2
465,12948.0,15,7,2064.95,0,2
466,12949.0,30,8,4167.22,0,2
467,12950.0,1,3,1843.0,0,2
468,12951.0,8,6,1064.07,0,2
469,12952.0,5,4,1387.79,0,2
470,12953.0,9,1,329.85,0,2
471,12955.0,0,11,4757.16,0,2
472,12956.0,305,1,108.07,2,3
473,12957.0,9,8,4017.54,0,2
474,12962.0,6,2,266.39,0,2
475,12963.0,7,8,1856.63,0,2
476,12965.0,88,1,771.91,0,2
477,12966.0,9,1,160.18,0,2
478,12967.0,357,2,1660.9,2,3
479,12968.0,111,1,135.95,0,2
480,12970.0,6,4,452.24,0,2
481,12971.0,3,86,11189.91,3,0
482,12974.0,197,1,144.8,2,3
483,12976.0,211,1,738.6,2,3
484,12977.0,155,1,39.24,0,2
485,12980.0,157,9,7374.900000000001,0,2
486,12981.0,29,2,372.22,0,2
487,12982.0,242,1,390.54,2,3
488,12984.0,18,1,97.5,0,2
489,12985.0,0,2,1239.38,0,2
490,12987.0,73,2,558.7,0,2
491,12988.0,291,1,535.32,2,3
492,12989.0,2,15,6924.11,0,2
493,12990.0,30,3,409.5,0,2
494,12991.0,22,2,503.76,0,2
495,12993.0,22,4,414.76,0,2
496,12994.0,3,3,974.42,0,2
497,12995.0,84,1,211.32,0,2
498,12997.0,21,4,1226.89,0,2
499,12999.0,195,3,455.88,2,3
500,13000.0,106,3,534.85,0,2
501,13001.0,3,13,9818.82,0,2
502,13002.0,317,1,120.95,2,3
503,13003.0,105,3,149.05,0,2
504,13004.0,11,18,5655.91,0,2
505,13005.0,173,2,513.7,0,2
506,13006.0,55,1,81.57,0,2
507,13008.0,322,1,229.47,2,3
508,13011.0,371,1,50.55,2,3
509,13012.0,8,8,1661.84,0,2
510,13013.0,0,13,4810.9400000000005,0,2
511,13014.0,10,10,3466.28,0,2
512,13015.0,52,5,3346.28,0,2
513,13016.0,72,3,789.89,0,2
514,13017.0,6,1,204.0,0,2
515,13018.0,15,28,7277.7,0,0
516,13021.0,3,9,2616.38,0,2
517,13023.0,63,2,689.9,0,2
518,13026.0,0,5,975.36,0,2
519,13027.0,113,6,6912.0,0,2
520,13028.0,22,2,661.3199999999999,0,2
521,13029.0,30,3,1247.5,0,2
522,13030.0,10,2,799.48,0,2
523,13032.0,51,2,1010.18,0,2
524,13033.0,356,1,190.55,2,3
525,13034.0,54,2,642.77,0,2
526,13035.0,73,2,921.88,0,2
527,13037.0,137,3,881.07,0,2
528,13038.0,79,3,908.46,0,2
529,13040.0,8,2,676.99,0,2
530,13043.0,272,1,516.42,2,3
531,13044.0,290,1,560.47,2,3
532,13045.0,98,1,305.28000000000003,0,2
533,13046.0,30,2,629.31,0,2
534,13047.0,31,10,3237.54,0,2
535,13048.0,13,4,1835.91,0,2
536,13049.0,63,2,656.6800000000001,0,2
537,13050.0,14,17,5836.86,0,2
538,13052.0,211,1,348.15000000000003,2,3
539,13055.0,77,3,1214.41,0,2
540,13058.0,24,3,271.40000000000003,0,2
541,13059.0,249,1,183.4,2,3
542,13060.0,253,1,307.53000000000003,2,3
543,13061.0,71,1,248.61,0,2
544,13062.0,190,1,346.98,2,3
545,13064.0,12,4,1119.49,0,2
546,13065.0,372,1,205.86,2,3
547,13066.0,23,2,470.8,0,2
548,13067.0,81,1,115.46,0,2
549,13068.0,9,2,344.0,0,2
550,13069.0,0,24,4436.12,0,0
551,13070.0,191,1,228.8,2,3
552,13072.0,266,1,177.15,2,3
553,13075.0,129,1,919.61,0,2
554,13077.0,0,4,729.27,0,2
555,13078.0,2,26,12627.94,0,0
556,13079.0,3,5,220.1,0,2
557,13080.0,178,1,58.08,0,2
558,13081.0,11,11,28337.38,0,2
559,13082.0,125,9,3613.63,0,2
560,13083.0,3,2,303.75,0,2
561,13085.0,157,2,416.08,0,2
562,13089.0,2,97,58825.83,3,0
563,13090.0,8,14,8910.82,0,2
564,13091.0,27,1,345.82,0,2
565,13092.0,70,5,477.83,0,2
566,13093.0,275,8,7832.47,2,3
567,13094.0,20,12,1927.32,0,2
568,13095.0,70,1,74.39999999999999,0,2
569,13097.0,32,10,6010.42,0,2
570,13098.0,0,28,28882.44,0,0
571,13099.0,98,1,207.36,0,2
572,13101.0,233,1,101.19,2,3
573,13102.0,0,24,6424.09,0,0
574,13103.0,39,1,243.94,0,2
575,13104.0,2,6,1098.48,0,2
576,13106.0,132,1,76.5,0,2
577,13107.0,43,4,1531.62,0,2
578,13108.0,372,1,350.06,2,3
579,13109.0,59,2,786.54,0,2
580,13110.0,30,7,1488.67,0,2
581,13113.0,0,24,12245.96,0,0
582,13115.0,11,4,2294.78,0,2
583,13116.0,137,1,501.14,0,2
584,13117.0,21,8,984.91,0,2
585,13118.0,19,5,1197.81,0,2
586,13120.0,238,1,30.6,2,3
587,13121.0,268,1,283.73,2,3
588,13122.0,93,2,922.39,0,2
589,13124.0,89,3,3866.33,0,2
590,13126.0,4,8,2099.64,0,2
591,13127.0,77,1,259.17,0,2
592,13130.0,93,1,64.0,0,2
593,13131.0,22,3,1073.3,0,2
594,13132.0,261,1,77.3,2,3
595,13133.0,273,2,109.8,2,3
596,13134.0,85,4,1793.58,0,2
597,13135.0,196,1,3096.0,2,3
598,13136.0,55,5,2607.61,0,2
599,13137.0,10,8,3650.41,0,2
600,13138.0,21,6,962.39,0,2
601,13139.0,15,7,5064.9400000000005,0,2
602,13140.0,107,3,423.72,0,2
603,13141.0,84,5,2388.75,0,2
604,13142.0,18,1,307.09000000000003,0,2
605,13144.0,332,1,110.95,2,3
606,13145.0,39,4,618.52,0,2
607,13146.0,25,1,228.91,0,2
608,13147.0,9,4,712.8,0,2
609,13148.0,28,12,3707.12,0,2
610,13149.0,13,4,1676.06,0,2
611,13151.0,295,1,1257.87,2,3
612,13153.0,5,1,486.22,0,2
613,13155.0,32,4,971.76,0,2
614,13157.0,48,4,1741.22,0,2
615,13158.0,94,4,1201.06,0,2
616,13159.0,8,4,1437.85,0,2
617,13160.0,21,1,91.8,0,2
618,13161.0,312,1,112.75,2,3
619,13162.0,121,4,1688.29,0,2
620,13165.0,45,2,1021.48,0,2
621,13166.0,282,1,417.2,2,3
622,13167.0,18,4,791.33,0,2
623,13168.0,35,4,1319.19,0,2
624,13169.0,63,2,712.88,0,2
625,13170.0,26,1,116.01,0,2
626,13171.0,21,3,468.41,0,2
627,13173.0,3,2,353.65000000000003,0,2
628,13174.0,15,3,2817.03,0,2
629,13176.0,45,1,492.84,0,2
630,13177.0,64,1,282.45,0,2
631,13178.0,25,11,5725.47,0,2
632,13182.0,44,1,121.18,0,2
633,13183.0,7,9,3957.78,0,2
634,13184.0,14,10,1701.29,0,2
635,13185.0,267,1,71.4,2,3
636,13186.0,39,3,1575.89,0,2
637,13187.0,336,1,236.02,2,3
638,13188.0,10,1,114.6,0,2
639,13189.0,18,2,260.68,0,2
640,13192.0,94,2,911.94,0,2
641,13193.0,60,1,117.88,0,2
642,13194.0,135,1,60.7,0,2
643,13196.0,10,4,1797.78,0,2
644,13198.0,9,6,3401.24,0,2
645,13199.0,3,38,9817.12,0,0
646,13200.0,18,4,870.09,0,2
647,13203.0,9,4,869.46,0,2
648,13207.0,14,2,250.26,0,2
649,13208.0,58,6,1223.9,0,2
650,13209.0,29,8,5891.61,0,2
651,13210.0,93,1,353.48,0,2
652,13211.0,9,3,1197.42,0,2
653,13212.0,19,3,788.08,0,2
654,13213.0,56,5,1520.58,0,2
655,13216.0,267,1,333.74,2,3
656,13217.0,121,3,533.98,0,2
657,13218.0,126,1,62.64,0,2
658,13220.0,77,4,819.2900000000001,0,2
659,13221.0,239,2,847.41,2,3
660,13223.0,199,2,163.2,2,3
661,13224.0,59,2,2155.95,0,2
662,13225.0,2,7,6463.84,0,2
663,13226.0,272,1,108.21,2,3
664,13227.0,201,1,257.7,2,3
665,13228.0,80,1,358.0,0,2
666,13229.0,225,1,160.95,2,3
667,13230.0,3,14,2806.97,0,2
668,13232.0,12,7,1357.6,0,2
669,13233.0,73,2,605.12,0,2
670,13235.0,211,1,1031.07,2,3
671,13236.0,24,2,744.85,0,2
672,13238.0,16,4,700.73,0,2
673,13239.0,261,1,329.56,2,3
674,13240.0,95,4,663.65,0,2
675,13242.0,111,3,270.40000000000003,0,2
676,13243.0,202,1,600.07,2,3
677,13244.0,92,1,121.74,0,2
678,13245.0,50,1,430.5,0,2
679,13246.0,17,6,1987.3,0,2
680,13247.0,17,4,501.12,0,2
681,13248.0,124,2,465.68,0,2
682,13249.0,91,3,711.41,0,2
683,13253.0,156,2,1030.4,0,2
684,13255.0,8,2,399.51,0,2
685,13258.0,11,3,698.5799999999999,0,2
686,13259.0,61,1,292.32,0,2
687,13260.0,60,1,557.62,0,2
688,13261.0,268,2,944.1,2,3
689,13262.0,262,1,200.29,2,3
690,13263.0,0,35,7454.07,0,0
691,13265.0,52,5,2107.66,0,2
692,13266.0,10,12,3834.26,0,2
693,13267.0,2,19,4521.49,0,2
694,13268.0,17,11,3214.69,0,2
695,13269.0,0,15,5346.2300000000005,0,2
696,13270.0,365,1,590.0,2,3
697,13271.0,36,1,217.38,0,2
698,13272.0,30,2,276.56,0,2
699,13273.0,112,1,138.98,0,2
700,13276.0,63,2,590.9300000000001,0,2
701,13277.0,15,4,258.4,0,2
702,13278.0,40,1,542.73,0,2
703,13279.0,77,1,137.75,0,2
704,13280.0,121,3,814.86,0,2
